"WayptID","Latitude","Longitude","Northing","Easting","UTMZone1","UTMZone2","Datum","Projection","FieldbookPage","Formation","Comments","WaypointSrc"
881,0.00,0.00,4024726.08,717910.84,11,"S",,"UTM","57",,"Photos  DSC 0001-11",
882,0.00,0.00,4024658.98,717949.32,11,"S",,"UTM","78",,"Photos 1-3  Bedding plane view of domal stroms with radial fabric",
883,0.00,0.00,4024729.11,717921.18,11,"S",,"UTM","57",,"Photos DSC 0012-0014",
884,0.00,0.00,4024662.28,717955.82,11,"S",,"UTM","79",,"Pisolitic 'background' sedimentation in domal strom area; photos 4-8",
885,0.00,0.00,4024724.45,717929.92,11,"S",,"UTM","57",,"Photos DSC 0015-0020 large scale 0021-0022 lower area",
886,0.00,0.00,4024675.71,717960.36,11,"S",,"UTM","79",,"Still pisolitic at base of bed.",
887,0.00,0.00,4024684.53,717960.48,11,"S",,"UTM","79",,"Photo 9; pisolitic base of bed with overlying laminated unit",
888,0.00,0.00,4024722.87,717933.46,11,"S",,"UTM","58",,"Photos DSC 0024-0032",
889,0.00,0.00,4024695.37,717955.84,11,"S",,"UTM","80",,"Small stromatolitic 'biscuits'; photos 10-17",
890,0.00,0.00,4024708.58,717962.92,11,"S",,"UTM","80",,"Photos 18-22",
891,0.00,0.00,4024711.39,717960.18,11,"S",,"UTM","82",,"Photos 23-28",
892,0.00,0.00,4024567.70,716797.82,11,"S",,"UTM","83",,"Photos 29-34",
893,0.00,0.00,4024583.57,716836.13,11,"S",,"UTM","83",,"Photos 35-37; bedding plane view of large domal strom",
894,0.00,0.00,4023815.41,716177.35,11,"S",,"UTM","84",,"Photos 38-40; eggshell stromatolites",
895,0.00,0.00,4023779.95,716190.68,11,"S",,"UTM","84",,"""Peach Tufa""; photos 41-43",
896,0.00,0.00,4022063.88,712879.85,11,"S",,"UTM","85",,"Photos 44-46; small biscuit stromatolites on bedding plane",
897,0.00,0.00,4021972.13,712749.44,11,"S",,"UTM","85",,"Photos 47-49; base of the megastrom sequence.",
898,0.00,0.00,4021957.59,712744.38,11,"S",,"UTM",,,,
899,0.00,0.00,4021962.52,712742.18,11,"S",,"UTM","85",,"Photos 50",
900,0.00,0.00,4021960.39,712749.88,11,"S",,"UTM","59",,"Photos DSC 0033-0037",
901,0.00,0.00,4021947.44,712735.52,11,"S",,"UTM","85",,"Photo 55:  overvie of sed unit that has variety of microbial laminated features.  Sampled base of bed",
902,0.00,0.00,4021914.25,712706.83,11,"S",,"UTM","86",,"Photos 62-65; overview of stratiform stromatolites",
903,0.00,0.00,4021880.82,712681.90,11,"S",,"UTM","86",,,
904,0.00,0.00,4021889.27,712688.29,11,"S",,"UTM","60",,,
905,0.00,0.00,4021886.61,712677.53,11,"S",,"UTM","86",,"Photos 74-78:  pan of giant stromatolites on bedding plane.  Photo 79: detail of chert replace radial fabric. Photos 45-62 on Nikon also from this bed; maybe make DEM with Sirovision?",
906,0.00,0.00,4022505.23,713308.68,11,"S",,"UTM",,,,
907,0.00,0.00,4008679.11,707328.07,11,"S",,"UTM","88",,"Photos 13-16:  interbedded oscillatory ripples and domal stromatolites",
908,0.00,0.00,4008692.51,707300.65,11,"S",,"UTM","88",,"Photos 17-19: eggshell domal stroms",
909,0.00,0.00,4010176.94,706281.83,11,"S",,"UTM","89",,"FOR SIROVISION; S1; PHOTO 22 IS MAIN ANCHOR LOCATION; PHOTOS 36-43 FROM NEAR HERE AS WELL",
910,0.00,0.00,4010178.87,706281.47,11,"S",,"UTM","89",,"FOR SIROVISION; S2; PHOTOS 23-25",
911,0.00,0.00,4010187.65,706233.95,11,"S",,"UTM","89",,"FOR SIROVISION; S3; PHOTOS 44-80 OVERLAP AND ARE FROM HERE.",
912,0.00,0.00,4056380.17,722223.39,11,"S",,"UTM","90",,,
913,0.00,0.00,4056455.17,722152.39,11,"S",,"UTM","91",,,
914,0.00,0.00,4056484.17,722130.39,11,"S",,"UTM",,,,
915,0.00,0.00,4056381.88,722225.20,11,"S",,"UTM","91",,,
916,0.00,0.00,4056409.67,722222.54,11,"S",,"UTM","92",,,
917,0.00,0.00,4056535.74,722193.83,11,"S",,"UTM","93",,,
918,0.00,0.00,4056572.02,722107.60,11,"S",,"UTM","94",,,
919,0.00,0.00,4056591.76,722087.64,11,"S",,"UTM","95/62",,,
920,0.00,0.00,4058462.16,720654.42,11,"S",,"UTM","95",,"From 3 localities near this point",
921,0.00,0.00,4120838.35,670255.03,11,"S",,"UTM","63",,,
922,0.00,0.00,4120838.48,670257.67,11,"S",,"UTM","63",,"Nikon 85-92",
923,0.00,0.00,4120839.97,670258.24,11,"S",,"UTM","64",,"Nikon 93-100",
924,0.00,0.00,4120845.36,670254.63,11,"S",,"UTM","64",,"Nikon 101-106",
925,0.00,0.00,4120855.04,670257.49,11,"S",,"UTM","64",,"Nikon 107-111",
926,0.00,0.00,4120865.66,670261.27,11,"S",,"UTM","64",,,
927,0.00,0.00,4120864.17,670267.92,11,"S",,"UTM","65",,,
928,0.00,0.00,4120866.23,670268.52,11,"S",,"UTM","65",,"Nikon photos 121-123",
929,0.00,0.00,4120874.95,670265.16,11,"S",,"UTM",,,,
930,0.00,0.00,4121038.63,670296.91,11,"S",,"UTM",,,,
931,0.00,0.00,4120883.56,670272.10,11,"S",,"UTM","66",,"Nikon photos 135-138 (finely laminated domal) 139-142 (encrusting clasts)",
932,0.00,0.00,4120888.25,670273.52,11,"S",,"UTM","66",,"Nikon photos 143-150 (large encrusting clasts) 151 (small encrusting clasts). Sample taken between 2G and 2F",
933,0.00,0.00,4120885.26,670279.17,11,"S",,"UTM","66",,,
934,0.00,0.00,4120378.94,669958.49,11,"S",,"UTM",,,"BLM BENCHMARK 64.4 FT TO CCR",
935,0.00,0.00,4120427.28,669928.04,11,"S",,"UTM",,,"BLM BENCHMARK 2 83.8 FT TO CCR",
936,0.00,0.00,4120890.39,670274.98,11,"S",,"UTM","67",,"Nikon photos 156-161. similar to sample 201",
937,0.00,0.00,4120892.49,670280.00,11,"S",,"UTM","67",,"Nikon photos 162-175",
938,0.00,0.00,4120895.29,670281.19,11,"S",,"UTM","67",,"Nikon photos 176-179",
939,0.00,0.00,4120551.76,669793.25,11,"S",,"UTM","69",,"FRAMES 15 16",
940,0.00,0.00,4120907.05,670280.95,11,"S",,"UTM","68",,"Nikon photos 187-193",
941,0.00,0.00,4120911.00,670284.33,11,"S",,"UTM","68",,"Nikon photos 194-210",
942,0.00,0.00,4120919.18,670287.80,11,"S",,"UTM","68",,"Same finely laminated plus clast encrusting stomatolites",
943,0.00,0.00,4120635.19,670219.17,11,"S",,"UTM",,,"FROM BOAT MANYPHOTOS",
944,0.00,0.00,4120638.58,670063.49,11,"S",,"UTM",,,"POLY CRACKS MANY PHOTOS",
945,0.00,0.00,4120945.60,670271.73,11,"S",,"UTM","69",,"Nikon photos 211-215. Domal tuffaceous fine lamination with very little vertical pore space",
946,0.00,0.00,4120950.32,670268.89,11,"S",,"UTM","69",,"Nikon photos 216.",
947,0.00,0.00,4120950.62,670267.19,11,"S",,"UTM",,,,
948,0.00,0.00,4120949.86,670268.27,11,"S",,"UTM",,,,
949,0.00,0.00,4120958.06,670267.40,11,"S",,"UTM","69",,"Nikon photos 217-224",
950,0.00,0.00,4120981.28,670268.61,11,"S",,"UTM","70",,"Nikon photos 225-230.",
951,0.00,0.00,4120997.47,670273.08,11,"S",,"UTM","70",,,
952,0.00,0.00,4121000.28,670274.98,11,"S",,"UTM","70",,"Nikon photos 237-242",
953,0.00,0.00,4121001.05,670269.01,11,"S",,"UTM","70",,,
954,0.00,0.00,4121004.74,670275.95,11,"S",,"UTM","71",,,
955,0.00,0.00,4121016.62,670276.06,11,"S",,"UTM","71",,"Nikon photos 243-249",
956,0.00,0.00,4121011.81,670268.97,11,"S",,"UTM","71",,"Nikon photos 250-262",
957,0.00,0.00,4121019.82,670264.19,11,"S",,"UTM","71",,"Nikon photos 267-269",
958,0.00,0.00,4121026.57,670268.85,11,"S",,"UTM","72",,"Nikon photos 270-278",
959,0.00,0.00,4121040.50,670265.99,11,"S",,"UTM",,,,
960,0.00,0.00,4121050.42,670251.68,11,"S",,"UTM",,,,
961,0.00,0.00,4121062.77,670247.43,11,"S",,"UTM",,,,
962,0.00,0.00,4121088.12,670238.76,11,"S",,"UTM",,,,
963,0.00,0.00,4121107.64,670248.57,11,"S",,"UTM",,,,
964,0.00,0.00,4121111.83,670258.51,11,"S",,"UTM",,,,
965,0.00,0.00,4121140.15,670248.00,11,"S",,"UTM",,,,
966,0.00,0.00,4121194.42,670165.68,11,"S",,"UTM",,,,
967,0.00,0.00,4121198.28,670153.35,11,"S",,"UTM",,,,
968,0.00,0.00,4121334.14,670153.35,11,"S",,"UTM",,,,
969,0.00,0.00,4121339.42,670150.85,11,"S",,"UTM",,,,
970,0.00,0.00,4120551.00,669793.00,,"S",,"UTM","103",,,
971,0.00,0.00,4024911.00,717817.00,11,"S",,"UTM","50",,"Original Fru area",
